Identifier,UniqueId,Name,Description,ReferencePointPeriods_0_StandardIdentifier,ReferencePointPeriods_0_IsMeasuredAgainstLocalAssumedDatum,ReferencePointPeriods_0_ValidFrom,ReferencePointPeriods_0_Unit,ReferencePointPeriods_0_Elevation,ReferencePointPeriods_0_Uncertainty,ReferencePointPeriods_0_MeasurementDirection,ReferencePointPeriods_0_AppliedTime,ReferencePointPeriods_0_AppliedByUser,PrimarySinceDate,ReferencePointPeriods_0_Comment,ReferencePointPeriods_1_IsMeasuredAgainstLocalAssumedDatum,ReferencePointPeriods_1_ValidFrom,ReferencePointPeriods_1_Unit,ReferencePointPeriods_1_Elevation,ReferencePointPeriods_1_MeasurementDirection,ReferencePointPeriods_1_AppliedTime,ReferencePointPeriods_1_AppliedByUser,Latitude,Longitude,ReferencePointPeriods_0_Method,DecommissionedDate,DecommissionedReason,ReferencePointPeriods_1_StandardIdentifier,ReferencePointPeriods_1_Comment,DisplayOrder
008124,16dfd4ba50904da7b69e1cf79f7c037d,Ref point is 2.99ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.99,,FromBottomToTop,2021-04-30T22:44:30.6057640+00:00,admin,,,,,,,,,,,,,,,,,
008124,da8585e836e54bb4bd7d5fa825128a99,Ref point is 5.94ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,5.94,,FromBottomToTop,2021-04-30T22:44:30.6209372+00:00,admin,,,,,,,,,,,,,,,,,
008124,ab8a2c1bcf714ff29fe499d3ebf23317,Ref point is 8.88ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,8.88,,FromBottomToTop,2021-04-30T22:44:30.6367580+00:00,admin,,,,,,,,,,,,,,,,,
008124,ef7d7509a6e94f65b699a4777b72c4cc,TO protective casing,same as Ref point is 2.99ft above LSD,NAVD88,FALSE,2021-01-01T00:00:00.0000000+00:00,ft,9.89,,FromBottomToTop,2021-05-10T19:18:19.6187438+00:00,admin,,,,,,,,,,,,,,,,,1
008125,372aa1055dc140d0ab1819300bcb811e,Ref point is 0.34ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-0.34,,FromBottomToTop,2021-04-30T22:44:30.6559510+00:00,admin,,,,,,,,,,,,,,,,,
008125,a449e7871fbd4898a817d0978dc0463a,Ref point is 0.4ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0.4,,FromBottomToTop,2021-04-30T22:44:30.6706240+00:00,admin,,,,,,,,,,,,,,,,,
008127,900f2ce509534aabbfeee54e9a81ddd0,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:30.6870270+00:00,admin,,,,,,,,,,,,,,,,,
008127,e3913028a8c342a3a08e5d8f34017f63,Ref point is 16ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,16,,FromBottomToTop,2021-04-30T22:44:30.7017460+00:00,admin,,,,,,,,,,,,,,,,,
008127,d240081e4c7f43d3b5cc6d9c5f67122b,Ref point is 2.43ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.43,,FromBottomToTop,2021-04-30T22:44:30.7179610+00:00,admin,,,,,,,,,,,,,,,,,
008133,4a1168b893cd48ae965375a59877bdbb,Ref point is 0.31ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-0.31,,FromBottomToTop,2021-04-30T22:44:30.7347960+00:00,admin,,,,,,,,,,,,,,,,,
008134,4df972486a1446309b65dca361ac3585,Ref point is 0.23ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-0.23,,FromBottomToTop,2021-04-30T22:44:30.7519330+00:00,admin,,,,,,,,,,,,,,,,,
008135,3592095d3b654393a6130a94a32a4847,Ref point is 0.23ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-0.23,,FromBottomToTop,2021-04-30T22:44:30.7708970+00:00,admin,,,,,,,,,,,,,,,,,
008136,98291115fb3843318775d6302b4c25b4,Ref point is 0.31ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-0.31,,FromBottomToTop,2021-04-30T22:44:30.7906540+00:00,admin,,,,,,,,,,,,,,,,,
008137,64314d92121d40c08d604a02d05a10fd,Ref point is 0.23ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-0.23,,FromBottomToTop,2021-04-30T22:44:30.8073270+00:00,admin,,,,,,,,,,,,,,,,,
008138,5f5e2a7e2e08490684d3c4e196966cce,Ref point is 0.23ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-0.23,,FromBottomToTop,2021-04-30T22:44:30.8235372+00:00,admin,,,,,,,,,,,,,,,,,
008139,0acfc6cb554d4b238da1ecebde12dcce,NGVD29 0ft,,NGVD29,FALSE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:45:00.9047880+00:00,admin,,,,,,,,,,,,,,,,,
008139,52ee0b6f55ff4354bd1c02a5f89ef368,Ref point is 0.29ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-0.29,,FromBottomToTop,2021-04-30T22:44:30.8421440+00:00,admin,,,,,,,,,,,,,,,,,
008139,bad6879a17ce47c4ab99a222c3d1ff8d,Ref point is 1.88ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.88,,FromBottomToTop,2021-04-30T22:44:30.8571430+00:00,admin,,,,,,,,,,,,,,,,,
008139,2a266e17bbe84dd3aa2e0d2491116dc3,TO 2 inch PVC casing,same as Ref point is 0.29 below LSD,NGVD29,FALSE,2021-01-01T00:00:00.0000000+00:00,ft,218.94,,FromBottomToTop,2023-07-24T13:24:02.3415390+00:00,k_price,,,,,,,,,,,,,,,,,1
008140,f44a641948a34396a784d287a574be3d,Ref point is 0.23ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-0.23,,FromBottomToTop,2021-04-30T22:44:30.8758030+00:00,admin,,,,,,,,,,,,,,,,,
008140,0f49e129df1c4a8b9cc0c9a239687fc2,TO 2 inch PVC casing,same as Ref point is 0.23ft below LSD,NGVD29,FALSE,2021-01-01T00:00:00.0000000+00:00,ft,219.1,,FromBottomToTop,2021-05-10T19:18:19.8328500+00:00,admin,,,,,,,,,,,,,,,,,1
008141,3632908f3def4cbca83dc0bd9ba13dfa,Ref point is 0.25ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-0.25,,FromBottomToTop,2021-04-30T22:44:30.8957400+00:00,admin,,,,,,,,,,,,,,,,,
008142,4d71f883bb6b44a2ada1d21cc28dace9,Ref point is 0.25ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-0.25,,FromBottomToTop,2021-04-30T22:44:30.9150660+00:00,admin,,,,,,,,,,,,,,,,,
008143,dd908a9b093845fc9cd3a3c7708db04f,Ref point is 0.21ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-0.21,,FromBottomToTop,2021-04-30T22:44:30.9342502+00:00,admin,,,,,,,,,,,,,,,,,
008144,a15d987d43134331b535741169cf0ac7,Ref point is 0.29ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-0.29,,FromBottomToTop,2021-04-30T22:44:30.9526220+00:00,admin,,,,,,,,,,,,,,,,,
008145,b8d03482ee5d473eae5d8d34dd8d9b8d,Ref point is 2.4ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.4,,FromBottomToTop,2021-04-30T22:44:30.9718070+00:00,admin,,,,,,,,,,,,,,,,,
008146,91943abc37074cbea21dbf8ccc6137af,Ref point is 2.75ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.75,,FromBottomToTop,2021-04-30T22:44:30.9904398+00:00,admin,,,,,,,,,,,,,,,,,
008148,5fe70d129f0544cebcf8e50cb6b1d49b,Ref point is 2.45ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.45,,FromBottomToTop,2021-04-30T22:44:31.0085740+00:00,admin,,,,,,,,,,,,,,,,,
008149,7c599e2a82dd4c74b58a315cb340632b,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:31.0259882+00:00,admin,,,,,,,,,,,,,,,,,
008149,63ee25f29ca74b9d8a66fa66265b648f,Ref point is 1ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1,,FromBottomToTop,2021-04-30T22:44:31.0412230+00:00,admin,,,,,,,,,,,,,,,,,
008150,4c5a57acc32747f3a222325c40d0acff,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:31.0576840+00:00,admin,,,,,,,,,,,,,,,,,
008150,dfb167f58a744a3a88062392f4cde2d3,Ref point is 1ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1,,FromBottomToTop,2021-04-30T22:44:31.0723980+00:00,admin,,,,,,,,,,,,,,,,,
008151,fc4630e43581483898b7ba61fad3c3d3,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:31.0890050+00:00,admin,,,,,,,,,,,,,,,,,
008151,bbd4aa173bfb471c867c6c7e4008a06f,Ref point is 1ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1,,FromBottomToTop,2021-04-30T22:44:31.1035840+00:00,admin,,,,,,,,,,,,,,,,,
008152,a822812f681541e6b7c22d240059a81b,Ref point is 2.06ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.06,,FromBottomToTop,2021-04-30T22:44:31.1194920+00:00,admin,,,,,,,,,,,,,,,,,
008153,008422bc75f443c8a898fe6a57153c7b,Ref point is 1.57ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.57,,FromBottomToTop,2021-04-30T22:44:31.1356910+00:00,admin,,,,,,,,,,,,,,,,,
008153,4f9bfaaeb4f845f99f3a6d9d770d61c9,Ref point is 1.58ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.58,,FromBottomToTop,2021-04-30T22:44:31.1516190+00:00,admin,,,,,,,,,,,,,,,,,
008154,667fddad1e1f420f8adc30a8703464d8,Ref point is 1.24ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.24,,FromBottomToTop,2021-04-30T22:44:31.1685792+00:00,admin,,,,,,,,,,,,,,,,,
008154,f1f1fad49d0c446a99cf73d0bf66273e,Ref point is 1.25ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.25,,FromBottomToTop,2021-04-30T22:44:31.1831720+00:00,admin,,,,,,,,,,,,,,,,,
008155,634bbc07701d4f64b86c89c6e655e506,Ref point is 0.33ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-0.33,,FromBottomToTop,2021-04-30T22:44:31.2008570+00:00,admin,,,,,,,,,,,,,,,,,
008156,12c794fb9a82481c9e773812093076e0,Ref point is 0.29ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-0.29,,FromBottomToTop,2021-04-30T22:44:31.2180750+00:00,admin,,,,,,,,,,,,,,,,,
008157,0e9f7497bc23479b83e5a868088c8659,Ref point is 2.53ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-2.53,,FromBottomToTop,2021-04-30T22:44:31.2384870+00:00,admin,,,,,,,,,,,,,,,,,
008158,f3610b8e2f9d48cfb0d19701b2d6b817,Ref point is 2.51ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.51,,FromBottomToTop,2021-04-30T22:44:31.2560250+00:00,admin,,,,,,,,,,,,,,,,,
008159,e067a254479f4e268c028305517dd330,Ref point is 1.4ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-1.4,,FromBottomToTop,2021-04-30T22:44:31.2734770+00:00,admin,,,,,,,,,,,,,,,,,
008160,03c9ec429cbe4f358920efc110b1fd26,Ref point is 1.5ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-1.5,,FromBottomToTop,2021-04-30T22:44:31.2894480+00:00,admin,,,,,,,,,,,,,,,,,
008161,52e395d0813147e3bc70a4ad6d8f6bcd,Ref point is 0.25ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-0.25,,FromBottomToTop,2021-04-30T22:44:31.3053820+00:00,admin,,,,,,,,,,,,,,,,,
008162,6d30d0f59f0546aca5f518d4646b4aaf,Ref point is 4.7ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,4.7,,FromBottomToTop,2021-04-30T22:44:31.3215220+00:00,admin,,,,,,,,,,,,,,,,,
008163,d36f9e8f621941b790a8f4262e31951c,Ref point is 4.75ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,4.75,,FromBottomToTop,2021-04-30T22:44:31.3396010+00:00,admin,,,,,,,,,,,,,,,,,
008164,1a5688ad4b7a4d2bb5b21926221cce19,Ref point is 1.45ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-1.45,,FromBottomToTop,2021-04-30T22:44:31.3567080+00:00,admin,,,,,,,,,,,,,,,,,
008165,cc157f7c490b4b8cbcf7228e2c9c9d60,Ref point is 1.5ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-1.5,,FromBottomToTop,2021-04-30T22:44:31.3734838+00:00,admin,,,,,,,,,,,,,,,,,
008166,7c09c036cc844a3f85abb827ed330e32,Ref point is 4.51ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-4.51,,FromBottomToTop,2021-04-30T22:44:31.3896280+00:00,admin,,,,,,,,,,,,,,,,,
008167,ff16d3175bb74698864913f1ba883309,Ref point is 4.74ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-4.74,,FromBottomToTop,2021-04-30T22:44:31.4071830+00:00,admin,,,,,,,,,,,,,,,,,
008168,125576f464854ac9a320714cf706bad4,Ref point is 1.1ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.1,,FromBottomToTop,2021-04-30T22:44:31.4252830+00:00,admin,,,,,,,,,,,,,,,,,
008169,3469e688b6e143b39c7d4b76a7fbee03,Ref point is 4.6ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,4.6,,FromBottomToTop,2021-04-30T22:44:31.4420090+00:00,admin,,,,,,,,,,,,,,,,,
008170,499f957048434270b459dd440ac4e90b,Ref point is 0.4ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0.4,,FromBottomToTop,2021-04-30T22:44:31.4590590+00:00,admin,,,,,,,,,,,,,,,,,
008171,5f9a08bc63b94c61bea78abc831c4399,Ref point is 0.3ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-0.3,,FromBottomToTop,2021-04-30T22:44:31.4769540+00:00,admin,,,,,,,,,,,,,,,,,
008172,c37b42ca1ca349bf8ef21afa1fccbab4,Ref point is 0.3ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-0.3,,FromBottomToTop,2021-04-30T22:44:31.4948040+00:00,admin,,,,,,,,,,,,,,,,,
008173,ad946d68fe2b41ea992bdf2dfca1aedb,Ref point is 2.57ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.57,,FromBottomToTop,2021-04-30T22:44:31.5128210+00:00,admin,,,,,,,,,,,,,,,,,
008174,08d6650f64c74d52a84720cb1320aab3,Ref point is 2.73ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.73,,FromBottomToTop,2021-04-30T22:44:31.5295330+00:00,admin,,,,,,,,,,,,,,,,,
008175,c39c7a8499064d88917c1e0e49fd15af,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:31.5465360+00:00,admin,,,,,,,,,,,,,,,,,
008176,561c38d7bf7f4a678eb88d559d729c2a,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:31.5627880+00:00,admin,,,,,,,,,,,,,,,,,
008177,1a277c83e3744b36816f86a771f1a959,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:31.5797890+00:00,admin,,,,,,,,,,,,,,,,,
008178,e5a0038b39a84794a06b008746899b00,Ref point is 0.17ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-0.17,,FromBottomToTop,2021-04-30T22:44:31.5969870+00:00,admin,,,,,,,,,,,,,,,,,
008179,211ad11657e249f492d7cd6cabb647e8,Ref point is 2.26ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.26,,FromBottomToTop,2021-04-30T22:44:31.6130330+00:00,admin,,,,,,,,,,,,,,,,,
008180,91cc8dab634a41ce9c846629148cf14b,Ref point is 2.29ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.29,,FromBottomToTop,2021-04-30T22:44:31.6289380+00:00,admin,,,,,,,,,,,,,,,,,
008181,1fa29e9bcdac48878d0284c327ab8379,Ref point is 2.88ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.88,,FromBottomToTop,2021-04-30T22:44:31.6444408+00:00,admin,,,,,,,,,,,,,,,,,
008182,f637ad20d4724ac5812615e43e5ed2d6,Ref point is 2.94ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.94,,FromBottomToTop,2021-04-30T22:44:31.6608930+00:00,admin,,,,,,,,,,,,,,,,,
008183,eb7a7d39b57d4568b399415fb61ded04,Ref point is 2.08ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.08,,FromBottomToTop,2021-04-30T22:44:31.6769120+00:00,admin,,,,,,,,,,,,,,,,,
008184,99ec3d199513447aa883fcf1ed8eeaf7,Ref point is 1.91ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.91,,FromBottomToTop,2021-04-30T22:44:31.6948882+00:00,admin,,,,,,,,,,,,,,,,,
008185,b708052c28f243498b4a45c50a996d92,Ref point is 0.16ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-0.16,,FromBottomToTop,2021-04-30T22:44:31.7139220+00:00,admin,,,,,,,,,,,,,,,,,
008186,c0f37d3d94fb4973904ac31e42a0e740,Ref point is 0.28ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0.28,,FromBottomToTop,2021-04-30T22:44:31.7318880+00:00,admin,,,,,,,,,,,,,,,,,
008187,64fd509a0d1944de8ae7f5b515b794b2,Ref point is 0.03ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-0.03,,FromBottomToTop,2021-04-30T22:44:31.7490302+00:00,admin,,,,,,,,,,,,,,,,,
008188,9d04cf957fce44719b45fa0bcb906911,Ref point is 0.17ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0.17,,FromBottomToTop,2021-04-30T22:44:31.7670410+00:00,admin,,,,,,,,,,,,,,,,,
008189,6ddce6c694334cd381118a20780b267c,Ref point is 2.22ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.22,,FromBottomToTop,2021-04-30T22:44:31.7848720+00:00,admin,,,,,,,,,,,,,,,,,
008190,e1e671c0a1ff44e4aa8c3e6194557826,Ref point is 2.45ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.45,,FromBottomToTop,2021-04-30T22:44:31.8020080+00:00,admin,,,,,,,,,,,,,,,,,
008191,b5246e2f628841178921ed67d258421c,Ref point is 2.31ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.31,,FromBottomToTop,2021-04-30T22:44:31.8209692+00:00,admin,,,,,,,,,,,,,,,,,
008192,0c4bb51483e14aca97838eb368892c6d,Ref point is 2.53ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.53,,FromBottomToTop,2021-04-30T22:44:31.8382720+00:00,admin,,,,,,,,,,,,,,,,,
008193,a58e7f6a26584216add6d2ce75f04b60,Ref point is 0.9ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0.9,,FromBottomToTop,2021-04-30T22:44:31.8565472+00:00,admin,,,,,,,,,,,,,,,,,
008194,314e6cd23795475b8333c39f54013fdb,Ref point is 0.3ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-0.3,,FromBottomToTop,2021-04-30T22:44:31.8752338+00:00,admin,,,,,,,,,,,,,,,,,
008194,872ac7d068ce4ef7a80bcdb78b7b0f60,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:31.8904860+00:00,admin,,,,,,,,,,,,,,,,,
008194,ee12767fc03f4ebe9f6eddf17fdba203,Ref point is 2ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2,,FromBottomToTop,2021-04-30T22:44:31.9054070+00:00,admin,,,,,,,,,,,,,,,,,
008196,b7c30bf4600342bd978a2915c96b73f2,Ref point is 2.27ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.27,,FromBottomToTop,2021-04-30T22:44:31.9227770+00:00,admin,,,,,,,,,,,,,,,,,
008197,91ec65c36f3247d296f8d5eb71ca3d77,Ref point is 2.03ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.03,,FromBottomToTop,2021-04-30T22:44:31.9406240+00:00,admin,,,,,,,,,,,,,,,,,
008198,efa45c907b8c42a5b15acef2164c8dca,Ref point is 2.4ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.4,,FromBottomToTop,2021-04-30T22:44:31.9579410+00:00,admin,,,,,,,,,,,,,,,,,
008199,666bf1b358c54eff8c95a055e3c734e3,Ref point is 2.11ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.11,,FromBottomToTop,2021-04-30T22:44:31.9749760+00:00,admin,,,,,,,,,,,,,,,,,
008200,49ee9f899ebc44958a3781801ca6b62e,Ref point is 1.79ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.79,,FromBottomToTop,2021-04-30T22:44:31.9929820+00:00,admin,,,,,,,,,,,,,,,,,
008201,41e167b121264cffbd378527df142d59,Ref point is 0.14ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-0.14,,FromBottomToTop,2021-04-30T22:44:32.0106550+00:00,admin,,,,,,,,,,,,,,,,,
008202,475fda5b6f7b4034ad3d7e60eec5002d,Ref point is 0.18ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-0.18,,FromBottomToTop,2021-04-30T22:44:32.0283280+00:00,admin,,,,,,,,,,,,,,,,,
008203,eb952e6f32794aef8832a160ad3416bd,Ref point is 0.09ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-0.09,,FromBottomToTop,2021-04-30T22:44:32.0454162+00:00,admin,,,,,,,,,,,,,,,,,
008204,b9595a4529f4407d8ca2e4082c0a41a5,Ref point is 0.07ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-0.07,,FromBottomToTop,2021-04-30T22:44:32.0617780+00:00,admin,,,,,,,,,,,,,,,,,
008205,06d739c8998f42b198d5bb772c8d4b89,Ref point is 1.72ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.72,,FromBottomToTop,2021-04-30T22:44:32.0809080+00:00,admin,,,,,,,,,,,,,,,,,
008206,8700ca94c7ea4ac29d330d80640604db,Ref point is 1.6ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.6,,FromBottomToTop,2021-04-30T22:44:32.0988340+00:00,admin,,,,,,,,,,,,,,,,,
008207,2819e4609bed462997a285356e38ad00,Ref point is 1.81ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.81,,FromBottomToTop,2021-04-30T22:44:32.1163558+00:00,admin,,,,,,,,,,,,,,,,,
008208,3d89e40a34ca4b03b8b213226a4c7659,Ref point is 1.76ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.76,,FromBottomToTop,2021-04-30T22:44:32.1349880+00:00,admin,,,,,,,,,,,,,,,,,
008209,284c74447d064d6d91f2b05455c6b17e,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:32.1582160+00:00,admin,,,,,,,,,,,,,,,,,
008213,dd5c35dfd81346c9b18ff46f06426565,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:32.1779930+00:00,admin,,,,,,,,,,,,,,,,,
008216,e069100f8e6e40d182d401697a4e1b4d,Ref point is 1ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1,,FromBottomToTop,2021-04-30T22:44:32.1946070+00:00,admin,,,,,,,,,,,,,,,,,
008217,fcab0e69b6b3485fb985af6ae980367d,Ref point is 1ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1,,FromBottomToTop,2021-04-30T22:44:32.2112070+00:00,admin,,,,,,,,,,,,,,,,,
008218,11fd56804e8b4185a4751e7cba3c14be,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:32.2289980+00:00,admin,,,,,,,,,,,,,,,,,
008219,6df629b34f3841e7b781969b9b8b665a,Ref point is 1ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1,,FromBottomToTop,2021-04-30T22:44:32.2475130+00:00,admin,,,,,,,,,,,,,,,,,
008220,362d865296ba460c84c72f0cac0337ff,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:32.2663860+00:00,admin,,,,,,,,,,,,,,,,,
008221,9c87e9a8f7614e24920587eaecc04abb,Ref point is 1ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1,,FromBottomToTop,2021-04-30T22:44:32.2846798+00:00,admin,,,,,,,,,,,,,,,,,
008222,3ece643d862b4511b0b3c1454a18a23d,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:32.3017002+00:00,admin,,,,,,,,,,,,,,,,,
008223,74e5dcd707b1455aaa3913f2c293636e,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:32.3225310+00:00,admin,,,,,,,,,,,,,,,,,
008224,a5a1474c77824d198c49e195620b8612,Ref point is 1ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1,,FromBottomToTop,2021-04-30T22:44:32.3413500+00:00,admin,,,,,,,,,,,,,,,,,
008225,422e958b55574525a2839e15bef69e55,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:32.3587698+00:00,admin,,,,,,,,,,,,,,,,,
